propertyzip	squarefeet	latitude	longitude	altitude (m)	noofstories	improvementmarketvalue	totalmarketvalue	marketvalueyear
77554	12458	29.138932	-95.046272	3.2	1	186300	242920	2018
77551	8059	29.267753	-94.844452	3.1	1	283170	316940	2018
77550	2396	29.293338	-94.784354	0.4	1	109960	190960	2018
77550	5140	29.298267	-94.804419	2.5	1	105080	121330	2018
77551	8973	29.282275	-94.81602	2.9	1	172910	209420	2018
77550	4879	29.288685	-94.809465	0.5	1	146320	164500	2018
77550	5097	29.28708	-94.794098	1.4	1	173750	189920	2018
77550	1786	29.296525	-94.794047	2.8	1	37310	43950	2018
77551	7710	29.270681	-94.823153	1.5	1	216620	241590	2018
77551	4574	29.27146	-94.837551	2.2	1	85360	92900	2018
77550	5097	29.288068	-94.803157	3	1	161060	180130	2018
77550	5140	29.308127	-94.781372	1.1	1	263450	282610	2018
77551	6273	29.274914	-94.823165	1.5	1	174420	195880	2018
77554	4095	29.193423	-94.98543	2.4	1	180550	272000	2018
77554	17555	29.227144	-94.921619	2.6	1	356860	456000	2018
77554	2657	29.188498	-94.981013	1.1	1	157390	217470	2018
77550	5140	29.283757	-94.799537	3	1	155970	185000	2018
77550	3833	29.290668	-94.801563	3.7	1	80070	94360	2018
77550	2526	29.297115	-94.782312	0.8	1	105910	115440	2018
77550	6578	29.28362	-94.812147	2.7	1	101390	125320	2018
77554	7187	29.193212	-94.978947	1.5	1	160020	251330	2018
77551	5140	29.287845	-94.818548	3	1	139790	164210	2018
77550	2570	29.290395	-94.804657	2.9	1	47050	55180	2018
77550	5140	29.292373	-94.801314	2.8	1	35980	55140	2018
77550	5097	29.296509	-94.79788	2.2	1	41500	57680	2018
77551	5968	29.2915	-94.816967	1.5	1	138170	162920	2018
77550	2570	29.308434	-94.780197	1.5	1	115430	125010	2018
77551	8233	29.267973	-94.838681	2.1	1	218100	257290	2018
77550	5140	29.295651	-94.806295	1.5	1	59920	106180	2018
77554	32975	29.258403	-94.872737	1.5	1	16200	59100	2018
77551	4182	29.284795	-94.827881	2	1	147390	165030	2018
77551	4487	29.277056	-94.829797	1.5	1	78010	84310	2018
77554	6098	29.204921	-94.939591	1.5	1	225650	272160	2018
77551	5968	29.284459	-94.824308	3	1	93000	114000	2018
77554	6229	29.141567	-95.048335	2.9	1	126690	155000	2018
77551	6186	29.271093	-94.834754	0.9	1	138550	156530	2018
77550	1263	29.301084	-94.778716	3.8	1	35490	39570	2018
77550	5097	29.293735	-94.797615	0	1	72990	92060	2018
77551	2657	29.290251	-94.823926	2.4	1	10250	14710	2018
77554	7144	29.296198	-94.921925	2.2	1	158550	248390	2018
77551	2962	29.284785	-94.826363	4.1	1	81250	93630	2018
77554	6316	29.2192	-94.908978	3.1	1	302940	422000	2018
77551	5358	29.283887	-94.820711	1.5	1	173100	195380	2018
77550	2570	29.290845	-94.792107	1.5	1	155210	164790	2018
77551	5968	29.277419	-94.823684	1.8	1	184440	209200	2018
77551	8886	29.276956	-94.838001	2	1	138160	166090	2018
77551	5968	29.282611	-94.828772	4.2	1	193270	203170	2018
77550	8625	29.299144	-94.804429	1.5	1	74700	89990	2018
77551	4182	29.286089	-94.828487	1.4	1	104170	121810	2018
77550	4879	29.280007	-94.808137	1.6	1	70700	88970	2018
77551	8059	29.267191	-94.84154	1.5	1	101710	126780	2018
77554	8233	29.199557	-94.986341	2	1	397160	629360	2018
77554	6316	29.237187	-94.905035	1.5	1	77140	84500	2018
77554	5184	29.217214	-94.911989	0	1	225680	323390	2018
77551	5445	29.288343	-94.819364	1	1	132130	153660	2018
77554	38681	29.229627	-94.906606	4.5	1	81520	103850	2018
77554	3311	29.193639	-94.985616	3	1	108080	181770	2018
77550	5706	29.280542	-94.804624	2.7	1	83450	104690	2018
77554	5968	29.295437	-94.914479	0.6	1	158270	233410	2018
77554	4487	29.295319	-94.91235	2.9	1	200250	270000	2018
77550	5097	29.290091	-94.794986	0.2	1	146120	165190	2018
77550	5968	29.319706	-94.772467	1.5	1	137760	164000	2018
77550	5140	29.306787	-94.781335	2.2	1	126030	148000	2018
77550	8320	29.312946	-94.767142	1.5	1	250370	275110	2018
77551	2962	29.288493	-94.828431	3.4	1	58300	68800	2018
77551	8015	29.267468	-94.846328	2.1	1	231180	264930	2018
77551	4879	29.27637	-94.844071	2.8	1	125900	145060	2018
77550	1699	29.289695	-94.799005	1.5	1	60370	66730	2018
77551	5968	29.278899	-94.825268	1.5	1	87080	111830	2018
77550	1089	29.307366	-94.775915	0.5	1	77310	81500	2018
77554	10019	29.128233	-95.069463	1.5	1	141270	158800	2018
77551	5227	29.286453	-94.838826	3.5	1	53460	75780	2018
77554	6055	29.143026	-95.052793	0.9	1	87970	235710	2018
77550	5097	29.289357	-94.797785	1.4	1	153420	175380	2018
77554	6578	29.191372	-94.981465	1.6	1	206300	273850	2018
77554	8668	29.227108	-94.936313	0.8	1	105360	272640	2018
77554	10411	29.250463	-94.870886	2.2	1	47680	58090	2018
77550	5314	29.305092	-94.780481	4.1	1	198320	221100	2018
77554	5968	29.195405	-94.982819	1.5	1	133010	301890	2018
77550	2570	29.301477	-94.795802	4.5	1	10440	19150	2018
77554	15551	29.199799	-94.985234	1.5	1	339360	752200	2018
77551	8668	29.276724	-94.811845	3.1	1	211390	260350	2018
77554	6055	29.144769	-95.051799	2.7	1	259210	407200	2018
77551	6578	29.261017	-94.843481	1.5	1	177040	204920	2018
77551	6839	29.277523	-94.827501	1	1	264560	274120	2018
77550	5097	29.301097	-94.776765	1.5	1	103050	119230	2018
77554	27878	29.287819	-94.847747	1	1	52890	142140	2018
77551	2962	29.282077	-94.826004	1.5	1	44380	54880	2018
77551	5968	29.279049	-94.830638	1.3	1	161840	170190	2018
77550	5140	29.289888	-94.795758	1.6	1	86190	105350	2018
77551	5140	29.291681	-94.819881	1.5	1	105080	126280	2018
77554	37897	29.128687	-95.062976	2.4	1	156010	282690	2018
77551	6795	29.270766	-94.83648	3.1	1	141940	166800	2018
77554	8059	29.18952	-94.978605	1.2	1	197580	221580	2018
77551	2962	29.284088	-94.821148	2.7	1	164090	176470	2018
77551	4922	29.287488	-94.820989	2.3	1	109120	128670	2018
77551	3659	29.280612	-94.817002	2.3	1	147130	160850	2018
77554	8760	29.186374	-94.97441	1.6	1	149170	175120	2018
77550	5140	29.292113	-94.816153	1.5	1	71370	87560	2018
77554	6316	29.219231	-94.908578	1.6	1	264930	383990	2018
77554	5968	29.213001	-94.91933	4.2	1	313010	425210	2018
77554	4400	29.255925	-94.866589	0.4	1	178230	219950	2018
77551	6926	29.276788	-94.839509	1.5	1	174830	199720	2018
77551	4966	29.287016	-94.8195	3.2	1	130840	150590	2018
77554	5445	29.255195	-94.868268	1.5	1	125910	151730	2018
77551	3790	29.283942	-94.818417	1.6	1	72320	88000	2018
77551	3572	29.272493	-94.844223	2.7	1	118100	136310	2018
77550	5140	29.297205	-94.793141	1.4	1	173430	211740	2018
77554	4704	29.198362	-94.987415	1.9	1	247470	389730	2018
77551	10019	29.275232	-94.817575	1.5	1	176790	233250	2018
77554	6229	29.145043	-95.044558	1.4	1	114860	143170	2018
77551	6273	29.259896	-94.844331	1.5	1	126160	138450	2018
77551	6795	29.270981	-94.835954	2.8	1	126850	151710	2018
77551	3049	29.291865	-94.818814	1	1	138370	151050	2018
77550	6011	29.313181	-94.768093	1.5	1	163320	183270	2018
77550	5793	29.31544	-94.770831	1.5	1	148100	164850	2018
77550	1655	29.28866	-94.795742	3.3	1	66600	72740	2018
77551	6360	29.270312	-94.841051	1.3	1	81820	101540	2018
77551	6839	29.270921	-94.840752	4.4	1	150460	171710	2018
77551	2962	29.282844	-94.818661	3.9	1	88360	100740	2018
77550	5968	29.318491	-94.771481	1.5	1	102870	129110	2018
77550	3267	29.300489	-94.777241	1.6	1	100890	111270	2018
77551	3615	29.278902	-94.8154	2.8	1	148010	165680	2018
77551	8756	29.26582	-94.837491	2.9	1	293370	332820	2018
77550	5968	29.318171	-94.769854	1.5	1	127880	154120	2018
77550	12720	29.287353	-94.814708	2.1	1	313980	361100	2018
77554	6578	29.191009	-94.981174	1.5	1	70850	138400	2018
77551	2962	29.277372	-94.82507	1.1	1	64370	76970	2018
77554	10019	29.137836	-95.051575	1.5	1	262810	452810	2018
77554	28227	29.265382	-94.87353	4.1	1	195700	310910	2018
77554	9365	29.282709	-94.869459	3.4	1	221740	279160	2018
77551	7579	29.268294	-94.840067	1.5	1	156560	180000	2018
77550	1437	29.28606	-94.805657	1.5	1	65040	71000	2018
77551	11761	29.272307	-94.841832	2.9	1	126320	138740	2018
77551	6273	29.274915	-94.835186	3.5	1	73110	93310	2018
77551	5968	29.283042	-94.816279	1.5	1	155120	179870	2018
77550	6229	29.285549	-94.804921	3	1	87550	110480	2018
77550	5576	29.290643	-94.802238	1.4	1	156190	180090	2018
77554	4661	29.138771	-95.051603	2.9	1	226030	314860	2018
77551	8102	29.2756	-94.823554	1.1	1	188140	213370	2018
77550	2570	29.291879	-94.795842	2.5	1	121210	130790	2018
77554	6273	29.143672	-95.04878	1.5	1	127150	247080	2018
77550	1263	29.293843	-94.800978	2.2	1	24130	28240	2018
77550	7275	29.296967	-94.800505	3.4	1	157450	198400	2018
77551	6708	29.273342	-94.840589	1.5	1	122940	133340	2018
77550	4617	29.307317	-94.78404	2.3	1	60760	80480	2018
77551	3964	29.282367	-94.817418	0.3	1	105310	121810	2018
77554	39422	29.172374	-95.004069	2.8	1	320730	375960	2018
77551	5968	29.280318	-94.825476	3.2	1	97560	118560	2018
77551	8973	29.28716	-94.815446	1.5	1	274280	314180	2018
77551	2962	29.278894	-94.823532	2.6	1	96580	112330	2018
77551	6490	29.260115	-94.841317	1.7	1	183190	211020	2018
77551	7623	29.264196	-94.849079	2.5	1	239480	273030	2018
77550	4966	29.293477	-94.784149	3	1	142250	311000	2018
77551	4487	29.282225	-94.821374	2.2	1	83230	101790	2018
77551	5489	29.286376	-94.824921	0.4	1	83590	106690	2018
77550	5097	29.299316	-94.783145	3.5	1	54860	73940	2018
77550	2500	29.289417	-94.797245	2.8	1	69460	80160	2018
77554	11674	29.206014	-94.93371	3.9	1	299030	482330	2018
77554	3136	29.18792	-94.980725	2.1	1	102170	172260	2018
77550	5097	29.30104	-94.784212	2.5	1	45820	64900	2018
77551	5968	29.287092	-94.828072	1.5	1	85060	106060	2018
77550	3006	29.296662	-94.800539	3.2	1	79880	96870	2018
77554	6316	29.204588	-94.942253	1.5	1	241790	278260	2018
77551	3136	29.271238	-94.841894	2.7	1	81910	87110	2018
77550	5097	29.284045	-94.803582	1.5	1	110210	129280	2018
77554	13983	29.210349	-94.928157	2.7	1	160580	184380	2018
77554	22782	29.119748	-95.071078	1.2	1	328650	469000	2018
77551	6534	29.263858	-94.84693	3	1	178880	209970	2018
77550	2396	29.296071	-94.791432	2.9	1	145690	154710	2018
77550	4312	29.299628	-94.782007	1.4	1	80380	96420	2018
77550	5140	29.292646	-94.801367	3.4	1	109470	128630	2018
77550	3006	29.294907	-94.785918	3.4	1	49760	60900	2018
77554	6229	29.141839	-95.048547	1.7	1	130610	158920	2018
77550	3964	29.289559	-94.798568	1.5	1	170730	185730	2018
77554	5968	29.140034	-95.04219	4	1	70430	114530	2018
77550	3528	29.288697	-94.794656	1.5	1	130190	143330	2018
77551	6273	29.276076	-94.832689	2.8	1	43740	63940	2018
77551	5097	29.281113	-94.814746	0.1	1	74430	93500	2018
77551	6970	29.279997	-94.838556	0.6	1	122480	139280	2018
77550	5140	29.293336	-94.800669	1	1	32900	49150	2018
77554	9017	29.184711	-94.978996	2.9	1	67780	94570	2018
77551	6665	29.271162	-94.841646	2.7	1	69260	78050	2018
77551	5097	29.283349	-94.814021	1.5	1	70010	89080	2018
77550	5097	29.305652	-94.774726	3.7	1	233270	252350	2018
77551	3136	29.271126	-94.841835	1	1	81240	86440	2018
77551	4487	29.288307	-94.823446	3.4	1	75720	91470	2018
77550	5532	29.284575	-94.805148	2.4	1	121840	142350	2018
77550	5227	29.306187	-94.78362	3.7	1	192700	215090	2018
77551	5968	29.277946	-94.823209	2.3	1	203680	228430	2018
77554	6229	29.138023	-95.046944	2.9	1	87910	116220	2018
77550	5097	29.287515	-94.799171	2.3	1	128520	147590	2018
77551	6926	29.29065	-94.820071	2.4	1	197520	225440	2018
77551	8843	29.290764	-94.816532	1.1	1	307010	362320	2018
77550	6011	29.314305	-94.768128	1.5	1	124000	143950	2018
77554	6970	29.214053	-94.9466	1.5	1	241950	502960	2018
77551	4487	29.277013	-94.829904	1.5	1	78980	85280	2018
77554	7013	29.214005	-94.930775	2.9	1	298860	305870	2018
77551	6970	29.261371	-94.847627	1.5	1	42850	61050	2018
77554	6970	29.254544	-94.850719	3.2	1	68400	77360	2018
77554	7492	29.259107	-94.873425	1.5	1	91860	101610	2018
77551	3485	29.281224	-94.822051	2.9	1	84010	98400	2018
77551	8233	29.272458	-94.841208	1.5	1	78480	86210	2018
77550	5184	29.292486	-94.800492	4.2	1	136190	155440	2018
77551	5968	29.277142	-94.824745	3.1	1	117750	142500	2018
77550	5140	29.288747	-94.792881	2.6	1	93330	122360	2018
77550	2309	29.29968	-94.779016	2.8	1	61350	68730	2018
77554	4095	29.192876	-94.9855	1.4	1	280250	371700	2018
77550	5314	29.295585	-94.802523	3	1	91750	111500	2018
77550	5097	29.303204	-94.777483	2.6	1	83980	118650	2018
77550	21388	29.278254	-94.811191	0.6	1	447440	532250	2018
77551	5576	29.287785	-94.822265	2.9	1	208130	231230	2018
77554	9148	29.14634	-95.049197	1.5	1	333890	555870	2018
77551	7231	29.267901	-94.841097	1.4	1	180050	202550	2018
77554	3964	29.140767	-95.050934	1.5	1	152680	228680	2018
77551	6882	29.277116	-94.838118	1.5	1	170380	195180	2018
77551	7057	29.27714	-94.844765	1.5	1	136750	163790	2018
77551	3398	29.290996	-94.822277	2.8	1	48660	62850	2018
77554	67518	29.125628	-95.06482	1.5	1	131240	283160	2018
77554	2222	29.301324	-94.902794	3.1	1	76610	101810	2018
77550	6229	29.289275	-94.814176	2.9	1	121190	146930	2018
77550	3485	29.292454	-94.793666	1.5	1	160790	173720	2018
77550	2831	29.292694	-94.790314	0.7	1	113210	129030	2018
77551	8364	29.265065	-94.848409	2.8	1	199740	280380	2018
77551	4487	29.273755	-94.837701	1.5	1	59040	70070	2018
77554	17511	29.127412	-95.069421	3.3	1	141640	172270	2018
77550	8973	29.285364	-94.807855	2.2	1	206590	240000	2018
77554	6142	29.296326	-94.913741	1.5	1	138220	215000	2018
77550	4922	29.293724	-94.802801	1.6	1	49920	68230	2018
77550	5793	29.316232	-94.770548	3.3	1	85170	101920	2018
77550	6098	29.317317	-94.770298	1.5	1	165800	192230	2018
77551	6011	29.279208	-94.822595	1	1	110670	135420	2018
77554	8015	29.188806	-94.977187	3.9	1	239450	263210	2018
77550	4182	29.290162	-94.805791	1.5	1	66970	80270	2018
77554	6578	29.251246	-94.870586	1.5	1	180250	211750	2018
77550	1830	29.285265	-94.802075	1	1	68190	75000	2018
77551	8973	29.28034	-94.829203	0.3	1	141620	159170	2018
77554	9975	29.130637	-95.072092	3.1	1	374590	499590	2018
77554	27181	29.296959	-94.923171	3.4	1	308240	648000	2018
77554	6229	29.13072	-95.059872	4.5	1	261240	287370	2018
77550	5576	29.314692	-94.771496	1.8	1	125070	141240	2018
77550	3833	29.303899	-94.774834	3.5	1	151260	177180	2018
77554	5881	29.215024	-94.915782	1.5	1	217130	327460	2018
77551	5968	29.280399	-94.819155	2.6	1	294060	318810	2018
77551	5097	29.281061	-94.815558	4.1	1	124890	143830	2018
77551	6360	29.269041	-94.841425	1.5	1	136110	155830	2018
77550	7797	29.320507	-94.773039	2.6	1	325010	354310	2018
77550	1786	29.298435	-94.77927	0.6	1	97090	103750	2018
77554	8538	29.199012	-94.94392	1.4	1	209620	260920	2018
77550	4356	29.3005	-94.777338	1.5	1	153560	162400	2018
77551	6970	29.26187	-94.847892	1.5	1	99340	117540	2018
77551	6011	29.283824	-94.820442	1.5	1	202000	226750	2018
77554	7492	29.292695	-94.863203	3	1	98420	121520	2018
77551	7275	29.260323	-94.843199	0.4	1	159110	187300	2018
77551	6142	29.271639	-94.835457	1.7	1	109480	132550	2018
77554	11687	29.199293	-94.943878	1.5	1	251570	311120	2018
77551	5968	29.288824	-94.823188	4.1	1	65410	90160	2018
77551	4704	29.277748	-94.815124	1.5	1	86850	139820	2018
77551	8973	29.280112	-94.819159	3.5	1	77270	111920	2018
77550	1699	29.299545	-94.782738	1.7	1	112120	119750	2018
77550	5097	29.289883	-94.796221	2.1	1	148140	167210	2018
77551	5750	29.2745	-94.8282	2.8	1	151320	159370	2018
77550	5097	29.297165	-94.805007	2.2	1	97920	114110	2018
77554	6578	29.192277	-94.98081	0.9	1	214620	307140	2018
77551	2962	29.287323	-94.82719	3.7	1	77140	87640	2018
77551	5968	29.289053	-94.827824	0.2	1	112690	133690	2018
77550	5663	29.314059	-94.769806	0.9	1	135230	156260	2018
77554	18644	29.128622	-95.074088	1.9	1	125600	158280	2018
77554	6229	29.138595	-95.046994	1.1	1	106980	135290	2018
77550	5968	29.318079	-94.770202	1.5	1	125830	152070	2018
77554	5619	29.219872	-94.908362	1.3	1	253950	303950	2018
77550	3398	29.305602	-94.773043	1.5	1	77930	90650	2018
77550	2831	29.295427	-94.784997	3.5	1	83140	93680	2018
77554	8407	29.138026	-95.04655	1.5	1	141650	179700	2018
77550	1699	29.303117	-94.781871	3.6	1	134860	142210	2018
77554	6229	29.142341	-95.041464	3.1	1	81690	110000	2018
77550	2570	29.300909	-94.777485	1.4	1	44340	52470	2018
77551	5968	29.277308	-94.839354	1.5	1	166910	190310	2018
77550	5097	29.287727	-94.805583	3.2	1	164740	183810	2018
77554	6229	29.144367	-95.045014	2.5	1	162940	191250	2018
77554	4487	29.139097	-95.049633	2.3	1	134500	220000	2018
77550	5097	29.286618	-94.803079	1.5	1	181760	200830	2018
77551	1045	29.289068	-94.826469	3.6	1	33730	37490	2018
77550	5140	29.313021	-94.769912	1.5	1	149320	168480	2018
77551	7275	29.260241	-94.843398	1.5	1	221180	249370	2018
77550	2222	29.291594	-94.811292	4.4	1	60940	68010	2018
77554	8059	29.189634	-94.979156	2.9	1	248160	272160	2018
77550	4617	29.286452	-94.798862	1.4	1	102150	119320	2018
77551	3833	29.28072	-94.816592	2.6	1	118640	132990	2018
77554	6229	29.141534	-95.047721	2.2	1	135950	164260	2018
77554	5968	29.140511	-95.040283	1	1	183480	279480	2018
77551	1481	29.288051	-94.826661	1.6	1	39770	45020	2018
77550	1751	29.291935	-94.816357	3.6	1	44400	49910	2018
77554	8756	29.184379	-94.975307	4	1	108710	134660	2018
77550	1394	29.301417	-94.777556	2.5	1	83940	88330	2018
77550	2352	29.281729	-94.812047	0.8	1	70870	79620	2018
77550	3615	29.284097	-94.803385	1.8	1	156550	170000	2018
77554	5968	29.206781	-94.933791	0.1	1	235750	298000	2018
77554	4879	29.294727	-94.911803	1.5	1	170640	246260	2018
77554	5881	29.215882	-94.914864	4	1	178670	253900	2018
77554	6970	29.297924	-94.92545	1.6	1	398660	485790	2018
77554	4922	29.227532	-94.92275	3.1	1	154700	182630	2018
77550	5140	29.284379	-94.802311	2.2	1	110920	130000	2018
77554	5968	29.143845	-95.043225	3.5	1	154110	181200	2018
77550	5576	29.314516	-94.772169	3.6	1	84490	100660	2018
77550	5576	29.314955	-94.772135	2.8	1	101550	117720	2018
77550	5140	29.281696	-94.812527	0.3	1	83080	102240	2018
77550	1307	29.293767	-94.801219	2.8	1	47020	51210	2018
77554	6055	29.143994	-95.051191	2.5	1	191460	339450	2018
77554	23217	29.170024	-94.994728	1.5	1	246240	320640	2018
77551	2962	29.279327	-94.817505	2.3	1	73400	85780	2018
77554	8756	29.186307	-94.975697	2.9	1	123840	149790	2018
77554	24699	29.188126	-94.978292	3.5	1	72840	145980	2018
77551	6011	29.286428	-94.829827	1.7	1	123120	131520	2018
77550	5097	29.293668	-94.797872	2.8	1	54150	73220	2018
77551	10193	29.28133	-94.815622	1.7	1	207280	245140	2018
77554	4704	29.13029	-95.058877	3	1	218690	238390	2018
77550	5097	29.302078	-94.780266	2.5	1	93200	112260	2018
77550	5140	29.299601	-94.782108	3.1	1	148610	167770	2018
77550	5140	29.293562	-94.809109	1.5	1	57430	76590	2018
77554	6360	29.301055	-94.906995	1.5	1	273370	347000	2018
77554	54624	29.24017	-94.906311	1.4	1	39480	53900	2018
77554	8146	29.198782	-94.985385	0.1	1	217570	416500	2018
77554	6839	29.124047	-95.069438	2.5	1	110300	122300	2018
77550	5140	29.291374	-94.81175	3.7	1	77000	93190	2018
77554	18644	29.127249	-95.073022	4.8	1	57320	90000	2018
77550	3681	29.282727	-94.80463	2.5	1	136840	150510	2018
77550	5097	29.296088	-94.781418	0.4	1	215930	235000	2018
77551	6708	29.274381	-94.842155	2.2	1	89320	98140	2018
77551	7492	29.27371	-94.843108	2.3	1	109680	118920	2018
77551	5968	29.292289	-94.817565	2.2	1	109660	134420	2018
77551	1612	29.279533	-94.823324	1.9	1	32890	39700	2018
77550	5140	29.298399	-94.80599	1.8	1	77930	94180	2018
77551	15072	29.287176	-94.831959	1.2	1	118110	137000	2018
77551	5968	29.259393	-94.842828	1.5	1	167980	195580	2018
77551	8886	29.267854	-94.840249	1.5	1	254660	294160	2018
77550	1612	29.29881	-94.789113	2.3	1	266800	275950	2018
77550	12502	29.32265	-94.772633	0.3	1	346800	384270	2018
77550	5140	29.297864	-94.804422	2.8	1	60670	76860	2018
77554	6055	29.141476	-95.051578	1.5	1	214860	330380	2018
77551	5968	29.282416	-94.824712	2.9	1	139000	160000	2018
77554	4966	29.137439	-95.051264	3.2	1	160730	255730	2018
77550	1045	29.293727	-94.798617	1.6	1	15610	18940	2018
77551	2962	29.280939	-94.823117	1.9	1	65110	77490	2018
77554	6752	29.141445	-95.047254	1.5	1	245470	276140	2018
77554	5968	29.21684	-94.9446	1.5	1	252490	478610	2018
77551	9496	29.273338	-94.837505	2.4	1	111880	130000	2018
77551	5968	29.276615	-94.839193	2.8	1	135430	158830	2018
77550	5140	29.279571	-94.811871	1.5	1	64920	84000	2018
77554	14810	29.233226	-94.911949	1.5	1	167060	170250	2018
77554	7579	29.235558	-94.881769	1.3	1	138410	295810	2018
77551	6273	29.259146	-94.844832	4.4	1	142140	154430	2018
77551	6970	29.279126	-94.838091	3	1	75110	91910	2018
77554	4966	29.221245	-94.943368	3.1	1	221160	273410	2018
77550	2047	29.288773	-94.791645	2.9	1	237580	255000	2018
77550	14418	29.289834	-94.803757	0.9	1	204220	252000	2018
77551	2657	29.277664	-94.823113	1.1	1	117780	134330	2018
77550	4792	29.293895	-94.796566	1.9	1	91400	109220	2018
77554	10019	29.131921	-95.07051	3.1	1	205000	330000	2018
77554	3964	29.139786	-95.052379	4.6	1	218560	294560	2018
77554	10149	29.140165	-95.043303	2.4	1	124110	170000	2018
77550	5097	29.287744	-94.805519	4.3	1	90680	109750	2018
77550	2570	29.295898	-94.782142	2.5	1	77990	87570	2018
77550	1520	29.295722	-94.782573	1.5	1	74340	79990	2018
